frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
668,  0,  35.465,  0.98,  1, 0.00, 0.00, 1.73, 0.61, 0.00, 0.00, 0.05, 0.19, 0.00, 0.91, 0.00, 0.21, 0.00, 0.92, 0.02, 0.02, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
669,  0,  35.535,  0.98,  1, 0.00, 0.00, 1.80, 0.62, 0.00, 0.00, 0.13, 0.23, 0.00, 0.93, 0.00, 0.24, 0.00, 0.92, 0.02, 0.05, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
670,  0,  35.561,  0.98,  1, 0.00, 0.00, 1.93, 0.72, 0.00, 0.00, 0.13, 0.20, 0.00, 0.93, 0.00, 0.24, 0.00, 0.91, 0.11, 0.11, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
671,  0,  35.646,  0.98,  1, 0.00, 0.00, 1.98, 0.78, 0.00, 0.00, 0.08, 0.16, 0.00, 0.94, 0.00, 0.24, 0.00, 0.90, 0.16, 0.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
672,  0,  35.674,  0.98,  1, 0.00, 0.00, 1.93, 0.81, 0.00, 0.00, 0.01, 0.18, 0.00, 0.94, 0.00, 0.33, 0.00, 0.89, 0.22, 0.36, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
673,  0,  35.742,  0.98,  1, 0.00, 0.00, 1.83, 0.80, 0.00, 0.00, 0.01, 0.28, 0.00, 0.92, 0.00, 0.45, 0.00, 0.88, 0.18, 0.52, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
674,  0,  35.767,  0.98,  1, 0.00, 0.00, 1.72, 0.54, 0.00, 0.00, 0.04, 0.27, 0.00, 0.88, 0.00, 0.43, 0.00, 0.84, 0.25, 0.50, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
675,  0,  35.845,  0.98,  1, 0.00, 0.00, 1.76, 0.31, 0.00, 0.00, 0.03, 0.19, 0.00, 0.89, 0.00, 0.36, 0.00, 0.81, 0.34, 0.36, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
676,  0,  35.901,  0.98,  1, 0.00, 0.00, 1.80, 0.04, 0.00, 0.00, 0.03, 0.25, 0.00, 0.93, 0.00, 0.32, 0.00, 0.62, 0.38, 0.17, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
677,  0,  35.936,  0.98,  1, 0.24, 0.20, 1.75, 0.04, 0.00, 0.00, 0.00, 0.35, 0.04, 0.86, 0.00, 0.49, 0.00, 0.36, 0.24, 0.11, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
678,  0,  35.966,  0.98,  1, 0.71, 0.63, 1.72, 0.00, 0.00, 0.00, 0.00, 0.44, 0.08, 0.83, 0.02, 0.57, 0.00, 0.11, 0.12, 0.13, 0.11, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
679,  0,  36.046,  0.98,  1, 1.15, 1.04, 1.63, 0.00, 0.00, 0.00, 0.00, 0.43, 0.12, 0.81, 0.03, 0.59, 0.00, 0.00, 0.06, 0.18, 0.11, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
680,  0,  36.073,  0.98,  1, 1.20, 1.14, 1.70, 0.00, 0.00, 0.00, 0.00, 0.39, 0.08, 0.76, 0.03, 0.46, 0.00, 0.00, 0.15, 0.22, 0.12, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
681,  0,  36.142,  0.98,  1, 1.05, 1.05, 1.72, 0.00, 0.00, 0.00, 0.00, 0.36, 0.05, 0.65, 0.01, 0.39, 0.00, 0.00, 0.21, 0.17, 0.19, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
682,  0,  36.168,  0.98,  1, 0.92, 0.88, 1.75, 0.00, 0.00, 0.00, 0.00, 0.29, 0.07, 0.64, 0.00, 0.43, 0.00, 0.00, 0.17, 0.11, 0.29, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
683,  0,  36.239,  0.98,  1, 0.87, 0.71, 1.71, 0.00, 0.00, 0.00, 0.00, 0.31, 0.11, 0.80, 0.00, 0.52, 0.00, 0.00, 0.09, 0.06, 0.29, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
684,  0,  36.293,  0.98,  1, 0.84, 0.56, 1.69, 0.00, 0.00, 0.00, 0.00, 0.34, 0.13, 0.82, 0.00, 0.56, 0.00, 0.00, 0.09, 0.03, 0.22, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
685,  0,  36.335,  0.98,  1, 0.83, 0.54, 1.70, 0.00, 0.00, 0.00, 0.00, 0.38, 0.09, 0.71, 0.00, 0.49, 0.00, 0.00, 0.18, 0.01, 0.12, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
686,  0,  36.367,  0.98,  1, 0.58, 0.39, 1.86, 0.03, 0.00, 0.00, 0.00, 0.42, 0.04, 0.74, 0.00, 0.42, 0.00, 0.13, 0.22, 0.05, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
687,  0,  36.446,  0.98,  1, 0.30, 0.21, 2.04, 0.06, 0.00, 0.00, 0.00, 0.42, 0.02, 0.94, 0.00, 0.48, 0.00, 0.30, 0.20, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
688,  0,  36.469,  0.98,  1, 0.00, 0.00, 2.10, 0.22, 0.00, 0.00, 0.00, 0.34, 0.00, 1.15, 0.00, 0.41, 0.00, 0.51, 0.18, 0.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
689,  0,  36.542,  0.98,  1, 0.00, 0.00, 2.00, 0.31, 0.00, 0.00, 0.00, 0.27, 0.00, 1.17, 0.00, 0.38, 0.00, 0.62, 0.14, 0.27, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
690,  0,  36.565,  0.98,  1, 0.00, 0.00, 1.88, 0.28, 0.00, 0.00, 0.01, 0.25, 0.00, 1.04, 0.00, 0.21, 0.00, 0.68, 0.12, 0.35, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
691,  0,  36.638,  0.98,  1, 0.00, 0.00, 1.88, 0.12, 0.00, 0.00, 0.05, 0.33, 0.00, 0.85, 0.00, 0.14, 0.00, 0.70, 0.07, 0.35, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
692,  0,  36.662,  0.98,  1, 0.00, 0.00, 1.93, 0.01, 0.00, 0.00, 0.05, 0.31, 0.00, 0.83, 0.00, 0.12, 0.00, 0.72, 0.18, 0.32, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
693,  0,  36.735,  0.98,  1, 0.00, 0.00, 1.97, 0.01, 0.00, 0.00, 0.04, 0.27, 0.00, 0.91, 0.00, 0.15, 0.00, 0.73, 0.24, 0.32, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
694,  0,  36.762,  0.98,  1, 0.00, 0.00, 2.00, 0.12, 0.00, 0.00, 0.00, 0.27, 0.00, 0.99, 0.00, 0.18, 0.00, 0.76, 0.24, 0.27, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
695,  0,  36.862,  0.98,  1, 0.00, 0.00, 1.98, 0.25, 0.00, 0.00, 0.00, 0.32, 0.00, 0.98, 0.00, 0.16, 0.00, 0.75, 0.15, 0.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
696,  0,  36.911,  0.98,  1, 0.00, 0.00, 2.01, 0.25, 0.00, 0.00, 0.00, 0.35, 0.00, 0.94, 0.00, 0.16, 0.00, 0.73, 0.07, 0.30, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
697,  0,  36.943,  0.98,  1, 0.00, 0.00, 2.05, 0.14, 0.00, 0.00, 0.00, 0.35, 0.00, 0.98, 0.00, 0.16, 0.00, 0.68, 0.09, 0.43, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
698,  0,  36.968,  0.98,  1, 0.00, 0.00, 2.14, 0.06, 0.00, 0.00, 0.04, 0.35, 0.00, 0.97, 0.00, 0.24, 0.00, 0.65, 0.19, 0.39, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
699,  0,  37.043,  0.98,  1, 0.00, 0.00, 2.15, 0.14, 0.00, 0.00, 0.08, 0.36, 0.00, 0.97, 0.00, 0.33, 0.00, 0.65, 0.23, 0.28, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
700,  0,  37.068,  0.98,  1, 0.00, 0.00, 2.25, 0.14, 0.00, 0.00, 0.08, 0.30, 0.00, 1.01, 0.00, 0.32, 0.00, 0.64, 0.32, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
701,  0,  37.134,  0.98,  1, 0.00, 0.00, 2.34, 0.08, 0.00, 0.00, 0.04, 0.25, 0.00, 1.07, 0.00, 0.23, 0.00, 0.62, 0.33, 0.14, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
702,  0,  37.157,  0.98,  1, 0.00, 0.00, 2.42, 0.00, 0.00, 0.00, 0.05, 0.20, 0.00, 1.11, 0.07, 0.15, 0.00, 0.59, 0.40, 0.17, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
703,  0,  37.261,  0.98,  1, 0.00, 0.00, 2.43, 0.00, 0.00, 0.00, 0.08, 0.25, 0.00, 1.07, 0.10, 0.13, 0.00, 0.56, 0.42, 0.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
704,  0,  37.287,  0.98,  1, 0.00, 0.00, 2.24, 0.00, 0.00, 0.00, 0.08, 0.30, 0.00, 1.03, 0.10, 0.21, 0.00, 0.38, 0.39, 0.21, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
705,  0,  37.342,  0.98,  1, 0.44, 0.44, 2.13, 0.00, 0.00, 0.00, 0.03, 0.29, 0.00, 0.87, 0.03, 0.32, 0.00, 0.19, 0.33, 0.13, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
706,  0,  37.438,  0.98,  1, 0.86, 0.90, 1.98, 0.00, 0.00, 0.00, 0.00, 0.29, 0.04, 0.76, 0.00, 0.42, 0.00, 0.03, 0.18, 0.03, 0.07, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
707,  0,  37.466,  0.98,  1, 1.25, 1.43, 2.02, 0.00, 0.00, 0.00, 0.00, 0.35, 0.10, 0.56, 0.00, 0.37, 0.00, 0.00, 0.22, 0.08, 0.07, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
708,  0,  37.541,  0.98,  1, 1.22, 1.52, 1.97, 0.00, 0.00, 0.00, 0.00, 0.46, 0.15, 0.47, 0.00, 0.31, 0.00, 0.00, 0.29, 0.14, 0.09, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
709,  0,  37.581,  0.98,  1, 1.16, 1.40, 2.02, 0.00, 0.00, 0.01, 0.00, 0.49, 0.11, 0.39, 0.01, 0.28, 0.00, 0.00, 0.33, 0.17, 0.19, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
710,  0,  37.652,  0.98,  1, 1.12, 1.18, 2.07, 0.00, 0.00, 0.01, 0.00, 0.44, 0.04, 0.42, 0.01, 0.29, 0.00, 0.00, 0.22, 0.14, 0.31, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
711,  0,  37.693,  0.98,  1, 0.95, 0.85, 2.01, 0.00, 0.00, 0.01, 0.00, 0.35, 0.00, 0.57, 0.01, 0.20, 0.00, 0.00, 0.15, 0.13, 0.43, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
712,  0,  37.743,  0.98,  1, 0.85, 0.72, 1.89, 0.00, 0.00, 0.00, 0.00, 0.32, 0.00, 0.63, 0.00, 0.12, 0.00, 0.00, 0.18, 0.16, 0.46, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
713,  0,  37.767,  0.98,  1, 0.78, 0.65, 1.75, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.63, 0.00, 0.15, 0.00, 0.00, 0.22, 0.19, 0.52, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
714,  0,  37.844,  0.98,  1, 0.83, 0.70, 1.79, 0.00, 0.00, 0.01, 0.00, 0.43, 0.00, 0.56, 0.00, 0.25, 0.00, 0.00, 0.19, 0.21, 0.50, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
715,  0,  37.881,  0.98,  1, 0.57, 0.48, 1.98, 0.00, 0.00, 0.01, 0.00, 0.48, 0.00, 0.78, 0.00, 0.32, 0.00, 0.01, 0.29, 0.26, 0.33, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
716,  0,  37.934,  0.98,  1, 0.29, 0.25, 2.20, 0.00, 0.00, 0.01, 0.00, 0.44, 0.00, 1.09, 0.00, 0.32, 0.00, 0.11, 0.37, 0.27, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
717,  0,  37.958,  0.98,  1, 0.00, 0.00, 2.39, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 1.25, 0.00, 0.31, 0.00, 0.23, 0.34, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
718,  0,  38.061,  0.98,  1, 0.00, 0.00, 2.42, 0.00, 0.00, 0.00, 0.02, 0.23, 0.00, 1.11, 0.00, 0.34, 0.00, 0.36, 0.19, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
719,  0,  38.105,  0.98,  1, 0.00, 0.00, 2.29, 0.16, 0.00, 0.00, 0.02, 0.10, 0.00, 0.89, 0.00, 0.30, 0.00, 0.43, 0.21, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
720,  0,  38.142,  0.98,  1, 0.00, 0.00, 2.12, 0.27, 0.00, 0.00, 0.02, 0.05, 0.00, 0.80, 0.00, 0.27, 0.00, 0.49, 0.33, 0.33, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
721,  0,  38.163,  0.98,  1, 0.00, 0.00, 2.02, 0.34, 0.00, 0.00, 0.00, 0.05, 0.00, 0.80, 0.00, 0.21, 0.00, 0.51, 0.41, 0.40, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
722,  0,  38.244,  0.98,  1, 0.00, 0.00, 2.03, 0.28, 0.00, 0.00, 0.00, 0.09, 0.00, 0.85, 0.00, 0.20, 0.00, 0.54, 0.35, 0.31, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
723,  0,  38.291,  0.98,  1, 0.00, 0.00, 2.06, 0.18, 0.00, 0.00, 0.05, 0.15, 0.00, 0.93, 0.00, 0.15, 0.00, 0.50, 0.37, 0.30, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
724,  0,  38.337,  0.98,  1, 0.00, 0.00, 2.06, 0.20, 0.00, 0.00, 0.09, 0.12, 0.00, 0.95, 0.00, 0.11, 0.00, 0.46, 0.41, 0.33, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
725,  0,  38.358,  0.98,  1, 0.00, 0.00, 2.01, 0.22, 0.00, 0.00, 0.09, 0.17, 0.00, 0.89, 0.00, 0.15, 0.00, 0.44, 0.40, 0.37, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
726,  0,  38.446,  0.98,  1, 0.00, 0.00, 1.90, 0.35, 0.00, 0.00, 0.04, 0.19, 0.00, 0.79, 0.00, 0.21, 0.00, 0.48, 0.34, 0.37, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
727,  0,  38.474,  0.98,  1, 0.00, 0.00, 1.82, 0.32, 0.00, 0.00, 0.00, 0.19, 0.00, 0.81, 0.00, 0.28, 0.00, 0.52, 0.35, 0.43, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
728,  0,  38.542,  0.98,  1, 0.00, 0.00, 1.83, 0.29, 0.00, 0.00, 0.00, 0.12, 0.00, 0.93, 0.00, 0.29, 0.00, 0.52, 0.36, 0.42, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
729,  0,  38.568,  0.98,  1, 0.00, 0.00, 1.92, 0.17, 0.00, 0.00, 0.00, 0.12, 0.00, 0.98, 0.00, 0.23, 0.00, 0.50, 0.37, 0.31, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
730,  0,  38.644,  0.98,  1, 0.00, 0.00, 1.96, 0.10, 0.00, 0.00, 0.00, 0.16, 0.00, 0.92, 0.00, 0.13, 0.00, 0.47, 0.34, 0.15, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
731,  0,  38.672,  0.98,  1, 0.00, 0.00, 2.09, 0.00, 0.00, 0.00, 0.08, 0.16, 0.00, 0.90, 0.08, 0.13, 0.00, 0.47, 0.44, 0.17, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
732,  0,  38.735,  0.98,  1, 0.00, 0.00, 2.21, 0.00, 0.00, 0.00, 0.16, 0.09, 0.00, 0.97, 0.14, 0.18, 0.00, 0.48, 0.55, 0.32, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
733,  0,  38.758,  0.98,  1, 0.00, 0.00, 2.21, 0.00, 0.00, 0.00, 0.22, 0.16, 0.00, 0.96, 0.14, 0.18, 0.00, 0.40, 0.66, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
734,  0,  38.854,  0.98,  1, 0.00, 0.00, 2.12, 0.00, 0.00, 0.00, 0.14, 0.27, 0.00, 1.00, 0.07, 0.09, 0.00, 0.27, 0.68, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
735,  0,  38.913,  0.98,  1, 0.29, 0.35, 1.86, 0.00, 0.00, 0.00, 0.06, 0.31, 0.00, 0.92, 0.00, 0.01, 0.05, 0.11, 0.65, 0.13, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
736,  0,  38.943,  0.98,  1, 0.58, 0.61, 1.84, 0.00, 0.00, 0.04, 0.00, 0.28, 0.00, 0.95, 0.00, 0.06, 0.17, 0.03, 0.68, 0.24, 0.69, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
737,  0,  39.055,  0.98,  1, 0.84, 0.81, 1.83, 0.00, 0.00, 0.18, 0.00, 0.27, 0.00, 0.86, 0.00, 0.08, 0.26, 0.00, 0.74, 0.37, 1.03, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
738,  0,  39.089,  0.98,  1, 0.64, 0.49, 1.77, 0.00, 0.00, 0.18, 0.00, 0.31, 0.00, 0.66, 0.00, 0.12, 0.21, 0.00, 0.79, 0.45, 0.76, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
